element,fixture,round,was_home,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,total_points,expected_goals,expected_assists,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,team,opponent,gw
361,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
362,9,1,False,69,1,0,0,0,2,0,0,0,0,0,0,0,9,1,0.0,0.02,1.04,3,2,3,1,14,17,1
362,14,2,True,76,1,0,0,0,2,0,0,0,0,0,0,0,13,3,0.0,0.05,2.23,11,8,4,3,14,18,2
362,21,3,False,90,1,0,0,1,0,0,0,0,1,0,0,0,28,5,0.0,0.03,0.75,9,6,3,3,14,12,3
363,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
363,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
363,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
364,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
364,14,2,True,19,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.04,0.01,0.07,0,0,0,0,14,18,2
364,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
365,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
365,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
365,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
366,9,1,False,62,1,0,0,0,2,0,0,0,0,0,0,0,16,2,0.26,0.04,0.51,5,0,4,1,14,17,1
366,14,2,True,90,1,0,1,0,2,0,0,0,1,0,0,0,23,4,0.23,0.2,2.3,10,0,7,3,14,18,2
366,21,3,False,90,1,0,0,1,0,0,0,0,0,0,0,0,14,3,0.18,0.05,0.65,4,0,4,0,14,12,3
367,9,1,False,90,1,1,0,0,2,0,0,0,0,0,0,3,33,12,0.3,0.15,1.58,12,4,5,3,14,17,1
367,14,2,True,70,1,0,1,0,2,0,0,0,0,0,0,0,21,5,0.0,0.65,2.23,3,1,2,0,14,18,2
367,21,3,False,90,1,0,2,1,0,0,0,0,0,0,0,2,43,11,0.06,0.4,0.75,10,2,5,3,14,12,3
368,9,1,False,90,1,1,0,0,2,0,0,0,0,0,0,1,29,8,0.85,0.27,1.58,7,2,4,1,14,17,1
368,14,2,True,90,1,0,0,0,2,0,0,0,0,0,0,0,24,4,0.16,0.17,2.3,13,3,7,3,14,18,2
368,21,3,False,90,1,0,0,1,0,0,0,0,0,0,0,0,20,3,0.16,0.08,0.75,9,3,6,0,14,12,3
369,9,1,False,62,1,0,0,0,2,0,0,0,0,0,0,0,9,2,0.04,0.02,0.51,3,0,2,1,14,17,1
369,14,2,True,19,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.03,0.07,0,0,0,0,14,18,2
369,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
37,7,1,False,90,1,0,0,0,4,1,0,0,0,0,0,0,-13,-2,0.0,0.0,3.77,3,3,1,0,2,5,1
37,20,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,10,2,0.0,0.08,1.04,7,6,1,1,2,1,2
37,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
370,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
370,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
370,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
371,9,1,False,77,1,0,1,0,2,0,0,0,0,0,0,0,26,5,0.06,0.05,1.1,11,2,8,1,14,17,1
371,14,2,True,19,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.01,0.07,1,0,0,1,14,18,2
371,21,3,False,26,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.17,2,1,1,0,14,12,3
372,9,1,False,27,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.01,1.07,3,0,1,2,14,17,1
372,14,2,True,76,1,0,0,0,2,0,0,0,0,0,0,0,10,2,0.0,0.39,2.23,10,2,5,3,14,18,2
372,21,3,False,83,1,0,0,1,0,0,0,0,1,0,0,0,14,2,0.08,0.02,0.6,11,3,5,3,14,12,3
373,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
373,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
373,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
374,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
374,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
374,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
375,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
375,14,2,True,13,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.07,5,1,2,2,14,18,2
375,21,3,False,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.15,0,0,0,0,14,12,3
376,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
376,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
376,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
377,9,1,False,27,0,0,1,0,0,0,0,0,0,0,0,0,15,4,0.1,0.04,1.07,0,0,0,0,14,17,1
377,14,2,True,90,1,1,0,0,2,0,0,0,1,0,0,0,24,6,0.32,0.19,2.3,7,4,1,2,14,18,2
377,21,3,False,63,1,0,0,1,0,0,0,0,0,0,0,0,9,3,0.0,0.02,0.58,4,0,4,0,14,12,3
378,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
378,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
378,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
379,9,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,6,2,1.09,0.01,1.58,1,1,0,0,14,17,1
379,14,2,True,90,1,1,0,0,2,0,0,0,0,0,0,2,30,8,0.99,0.0,2.3,1,0,0,1,14,18,2
379,21,3,False,63,1,2,0,1,0,0,0,0,0,0,0,3,61,13,0.21,0.05,0.58,3,1,2,0,14,12,3
38,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
38,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
38,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
380,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
380,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
380,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
381,9,1,False,12,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.03,0.0,0.48,1,0,1,0,14,17,1
381,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
381,21,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.1,0,0,0,0,14,12,3
382,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
382,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
382,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
383,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
383,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
383,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
384,8,1,True,90,1,0,0,0,1,0,0,0,0,0,3,0,12,3,0.0,0.0,0.65,0,1,4,0,15,3,1
384,11,2,False,90,1,0,0,0,1,1,0,0,0,0,1,0,5,0,0.0,0.0,0.66,0,0,8,0,15,8,2
384,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
385,6,1,False,90,1,0,0,1,0,0,0,0,0,0,3,2,28,9,0.0,0.0,0.66,0,0,9,0,13,18,1
385,17,2,True,90,1,0,0,0,1,0,0,0,0,0,4,0,20,3,0.0,0.0,1.67,0,0,11,0,13,4,2
385,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
386,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
386,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
386,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
387,8,1,True,62,1,0,0,0,1,0,0,0,0,0,0,0,5,2,0.07,0.41,0.55,2,1,5,1,15,3,1
387,11,2,False,88,1,0,0,0,1,0,0,0,0,0,0,0,11,2,0.02,0.02,0.66,1,0,2,1,15,8,2
387,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
388,8,1,True,90,1,1,0,0,1,0,0,0,0,0,0,2,31,10,0.89,0.32,0.65,4,1,4,3,15,3,1
388,11,2,False,90,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.0,0.04,0.66,5,5,4,0,15,8,2
388,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
389,8,1,True,33,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.04,0.1,1,1,2,0,15,3,1
389,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
389,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
39,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
39,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
39,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
390,8,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,11,2,0.0,0.14,0.65,6,6,8,0,15,3,1
390,11,2,False,90,1,0,0,0,1,0,0,0,0,0,0,0,19,2,0.09,0.57,0.66,6,5,6,1,15,8,2
390,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
391,8,1,True,90,1,1,0,0,1,0,0,0,0,0,0,1,28,9,0.19,0.05,0.65,7,5,5,2,15,3,1
391,11,2,False,74,1,0,1,0,1,0,0,0,0,0,0,0,18,5,0.0,0.04,0.66,2,1,0,1,15,8,2
391,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
392,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
392,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
392,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
393,8,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,14,2,0.0,0.02,0.65,4,2,6,2,15,3,1
393,11,2,False,88,1,0,0,0,1,0,0,0,0,0,0,0,17,2,0.0,0.02,0.66,7,3,3,4,15,8,2
393,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
394,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
394,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
394,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
395,8,1,True,56,1,0,0,0,1,0,0,0,0,0,0,0,-1,1,0.17,0.02,0.55,2,2,0,0,15,3,1
395,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
395,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
396,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
396,11,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0,0,0,0,15,8,2
396,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
397,8,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,16,2,0.06,0.02,0.65,5,0,4,1,15,3,1
397,11,2,False,90,1,0,1,0,1,0,0,0,0,0,0,0,33,5,0.06,0.57,0.66,3,0,2,1,15,8,2
397,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
398,8,1,True,81,1,0,0,0,1,0,0,0,1,0,0,0,15,1,0.12,0.4,0.65,6,0,3,3,15,3,1
398,11,2,False,90,1,0,2,0,1,0,0,0,0,0,0,1,38,9,0.87,0.45,0.66,7,2,4,1,15,8,2
398,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
399,8,1,True,27,0,0,2,0,0,0,0,0,0,0,0,1,28,8,0.0,0.5,0.1,0,0,0,0,15,3,1
399,11,2,False,81,1,2,0,0,1,0,0,0,1,0,0,3,60,14,0.35,0.55,0.66,3,0,3,0,15,8,2
399,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
4,1,1,True,90,1,0,0,1,0,0,0,0,1,0,0,0,21,5,0.05,0.01,0.2,4,4,2,0,1,7,1
4,20,2,False,90,1,0,0,1,0,0,0,0,0,0,0,0,23,8,0.13,0.02,0.33,10,8,5,2,1,2,2
4,29,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,6,3
40,10,1,False,81,1,1,0,0,2,0,0,0,0,0,0,1,37,8,0.96,0.1,1.24,7,0,5,2,6,10,1
40,16,2,True,90,1,0,1,0,3,0,0,0,0,0,0,0,28,5,0.14,1.01,1.41,5,1,3,1,6,5,2
40,29,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,6,1,3
400,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
400,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
400,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
401,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
401,15,2,True,90,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0.17,0.07,0.72,4,0,3,1,19,17,2
401,28,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,19,18,3
402,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
402,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
402,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
403,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
403,15,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,19,17,2
403,28,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,19,18,3
404,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
404,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
404,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
405,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
405,15,2,False,70,1,0,0,1,0,0,0,0,1,0,0,0,9,2,0.0,0.2,0.74,4,2,2,0,17,19,2
405,27,3,True,45,1,0,0,0,2,0,0,0,0,0,0,0,8,1,0.0,0.01,1.42,6,1,5,0,17,3,3
406,8,1,True,27,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.01,0.1,2,0,2,0,15,3,1
406,11,2,False,15,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0.0,0.01,0.0,0,0,0,0,15,8,2
406,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
407,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
407,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
407,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
408,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
408,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
408,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
409,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
409,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
409,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
41,7,1,False,85,1,0,0,0,4,0,0,0,0,0,0,0,4,2,0.13,0.09,3.62,7,3,3,1,2,5,1
41,20,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,9,2,0.04,0.02,1.04,5,0,4,1,2,1,2
41,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
410,8,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,3,1
410,11,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,8,2
410,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
411,8,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0.74,0.02,0.65,3,0,3,0,15,3,1
411,11,2,False,90,1,2,0,0,1,0,0,0,0,0,0,3,60,13,0.66,0.0,0.66,5,3,2,0,15,8,2
411,26,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,15,7,3
412,4,1,False,90,1,0,0,0,2,0,0,0,0,0,2,0,7,1,0.0,0.0,1.01,0,2,8,0,16,11,1
412,18,2,True,90,1,0,0,0,2,0,0,0,0,0,3,0,11,2,0.0,0.0,2.06,0,1,6,0,16,12,2
412,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
413,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
413,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
413,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
414,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
414,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
414,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
415,4,1,False,45,1,0,0,0,2,0,0,0,1,0,0,0,-11,0,0.47,0.03,0.92,1,1,0,0,16,11,1
415,18,2,True,10,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0.18,0.01,1.0,2,1,0,1,16,12,2
415,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
416,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
416,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
416,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
417,4,1,False,10,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0,0.0,3,1,1,2,16,11,1
417,18,2,True,73,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.15,0.12,1.06,4,4,1,0,16,12,2
417,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
418,4,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,15,1,0.04,0.4,1.01,4,4,5,0,16,11,1
418,18,2,True,90,1,0,1,0,2,0,0,0,0,0,0,0,13,4,0.03,0.01,2.06,5,4,4,1,16,12,2
418,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
419,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
419,18,2,True,90,1,0,0,0,2,0,0,0,0,0,0,0,2,1,0.03,0.06,2.06,0,0,6,0,16,12,2
419,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
42,3,1,False,27,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.03,0.02,0.14,1,0,0,1,8,9,1
42,11,2,True,27,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.0,0.01,0.2,1,1,0,0,8,15,2
42,24,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,8,10,3
420,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
420,18,2,True,16,0,0,0,0,1,0,0,0,0,0,0,0,-2,1,0.0,0.01,1.0,2,2,1,0,16,12,2
420,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
421,4,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,5,1,0.12,0.04,1.01,2,1,4,1,16,11,1
421,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
421,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
422,4,1,False,79,1,0,0,0,2,0,0,0,0,0,0,0,8,1,0.22,0.05,1.01,5,4,3,1,16,11,1
422,18,2,True,17,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0.0,0.0,1.0,0,0,0,0,16,12,2
422,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
423,4,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,13,1,0.0,0.26,1.01,4,3,3,1,16,11,1
423,18,2,True,72,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.0,0.02,1.06,8,4,2,4,16,12,2
423,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
424,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
424,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
424,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
425,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
425,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
425,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
426,4,1,False,90,1,0,0,0,2,0,0,0,0,0,0,0,18,2,0.08,0.26,1.01,6,1,5,0,16,11,1
426,18,2,True,90,1,3,1,0,2,0,0,0,0,0,0,3,87,23,2.02,0.48,2.06,8,1,5,2,16,12,2
