element,fixture,round,was_home,minutes,starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,total_points,expected_goals,expected_assists,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,team,opponent,gw
297,25,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,2,3
298,4,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,16,1
298,13,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,7,2
298,25,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,2,3
299,4,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,16,1
299,13,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,7,2
299,25,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,2,3
3,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,7,1
3,20,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,2
3,29,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,6,3
30,7,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,5,1
30,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
30,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
300,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
300,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
300,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
301,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
301,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
301,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
302,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
302,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
302,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
303,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
303,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
303,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
304,5,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,16,4,0.0,0.16,0.66,18,16,6,2,12,20,1
304,18,2,False,90,1,0,0,0,5,0,0,0,0,0,0,0,-14,0,0.07,0.01,4.77,1,1,2,0,12,16,2
304,21,3,True,90,1,0,0,0,2,0,0,0,0,0,0,0,5,3,0.0,0.01,0.69,11,8,3,3,12,14,3
305,5,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,10,2,0.0,0.01,0.66,7,7,4,0,12,20,1
305,18,2,False,90,1,1,0,0,5,0,0,0,0,0,0,0,1,6,0.54,0.12,4.77,4,4,1,0,12,16,2
305,21,3,True,90,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0.11,0.12,0.69,6,4,3,2,12,14,3
306,5,1,True,90,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.0,0.0,0.66,7,4,1,3,12,20,1
306,18,2,False,90,1,0,0,0,5,1,0,0,1,0,0,0,-13,-1,0.0,0.01,4.77,10,9,4,1,12,16,2
306,21,3,True,90,1,0,0,0,2,0,0,0,0,0,0,0,6,1,0.0,0.04,0.69,7,6,3,1,12,14,3
307,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
307,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
307,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
308,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
308,18,2,False,17,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0.0,0.0,0.86,3,2,0,1,12,16,2
308,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
309,5,1,True,79,1,0,0,0,1,0,0,0,0,0,0,0,26,4,0.03,0.03,0.63,12,4,6,2,12,20,1
309,18,2,False,61,1,0,0,0,3,0,0,0,0,0,0,0,6,2,0.0,0.02,2.85,9,4,4,1,12,16,2
309,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
31,1,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,7,1
31,20,2,False,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.0,1,1,0,0,1,2,2
31,29,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,6,3
310,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
310,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
310,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
311,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
311,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
311,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
312,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
312,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
312,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
313,5,1,True,19,0,1,0,0,0,0,0,0,0,0,0,1,27,7,0.1,0.0,0.03,2,0,1,1,12,20,1
313,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
313,21,3,True,24,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.05,0.02,0.06,2,1,1,0,12,14,3
314,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
314,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
314,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
315,5,1,True,65,1,0,0,0,1,0,0,0,0,0,0,0,22,2,0.0,0.41,0.63,7,1,2,4,12,20,1
315,18,2,False,82,1,0,1,0,5,0,0,0,1,0,0,0,25,4,0.0,0.22,4.59,4,1,2,1,12,16,2
315,21,3,True,78,1,0,0,0,2,0,0,0,0,0,0,0,14,2,0.03,0.15,0.69,6,2,2,2,12,14,3
316,5,1,True,65,1,1,0,0,1,0,0,0,0,0,0,3,41,9,0.82,0.06,0.63,3,1,1,1,12,20,1
316,18,2,False,45,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0.0,0.0,0.77,1,1,0,0,12,16,2
316,21,3,True,65,1,0,0,0,2,0,0,0,0,0,0,0,8,2,0.22,0.0,0.62,3,1,1,1,12,14,3
317,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
317,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
317,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
318,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
318,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
318,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
319,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
319,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
319,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
32,7,1,False,90,1,0,0,0,4,0,0,0,1,0,0,0,-8,-1,0.0,0.0,3.77,7,5,0,2,2,5,1
32,20,2,True,77,1,0,0,0,1,0,0,0,0,0,0,0,8,2,0.15,0.01,1.04,6,2,1,4,2,1,2
32,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
320,5,1,True,24,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.03,3,0,2,1,12,20,1
320,18,2,False,45,0,1,0,0,4,0,0,0,0,0,0,0,30,5,0.97,0.0,4.01,0,0,0,0,12,16,2
320,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
321,5,1,True,10,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.03,0,0,0,0,12,20,1
321,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
321,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
322,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
322,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
322,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
323,5,1,True,24,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.03,3,0,2,1,12,20,1
323,18,2,False,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.18,1,0,1,0,12,16,2
323,21,3,True,11,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.05,0.0,0.0,1,0,1,0,12,14,3
324,5,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,20,1
324,18,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,16,2
324,21,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,12,14,3
325,4,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,11,1
325,18,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,12,2
325,30,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,16,9,3
326,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
326,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
326,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
327,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,2,28,10,0.11,0.0,0.66,12,11,5,1,13,18,1
327,17,2,True,45,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.55,5,5,2,0,13,4,2
327,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
328,7,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5,2,1
328,16,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5,6,2
328,23,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,5,13,3
329,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,0,21,6,0.03,0.06,0.66,7,6,1,1,13,18,1
329,17,2,True,33,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.35,4,4,1,0,13,4,2
329,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
33,7,1,False,16,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.22,1,0,0,1,2,5,1
33,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
33,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
330,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,0,24,6,0.0,0.0,0.66,3,2,3,1,13,18,1
330,17,2,True,67,1,0,0,0,1,0,0,0,0,0,0,0,9,2,0.0,0.01,0.74,7,5,5,2,13,4,2
330,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
331,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
331,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
331,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
332,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,2,28,10,0.0,0.01,0.66,12,6,4,6,13,18,1
332,17,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.03,0.01,1.67,8,6,3,2,13,4,2
332,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
333,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
333,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
333,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
334,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,0,25,6,0.09,0.0,0.66,7,7,1,0,13,18,1
334,17,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,17,4,0.0,0.01,1.67,19,17,3,2,13,4,2
334,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
335,6,1,False,90,1,1,0,1,0,0,0,0,0,0,0,3,37,13,0.1,0.05,0.66,16,8,5,3,13,18,1
335,17,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,13,4,0.07,0.01,1.67,16,8,4,4,13,4,2
335,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
336,6,1,False,24,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0.0,0.16,0.13,5,1,2,2,13,18,1
336,17,2,True,68,1,0,0,0,1,0,0,0,0,0,0,0,11,2,0.08,0.01,0.74,2,1,0,1,13,4,2
336,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
337,6,1,False,81,1,0,0,1,0,0,0,0,0,0,0,0,16,3,0.01,0.01,0.58,7,0,6,1,13,18,1
337,17,2,True,45,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0.0,0.01,0.55,3,1,1,1,13,4,2
337,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
338,6,1,False,90,1,0,0,1,0,0,0,0,0,0,0,0,18,5,0.0,0.04,0.66,13,6,5,2,13,18,1
338,17,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,12,2,0.01,0.09,1.67,10,5,3,2,13,4,2
338,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
339,6,1,False,8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.07,0,0,0,0,13,18,1
339,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
339,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
34,7,1,False,73,1,0,0,0,4,0,0,0,0,0,0,0,-14,0,0.0,0.0,3.55,5,5,1,0,2,5,1
34,20,2,True,90,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0.0,0.01,1.04,4,3,8,1,2,1,2
34,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
340,4,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,16,1
340,13,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,7,2
340,25,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,11,2,3
341,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
341,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
341,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
342,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
342,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
342,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
343,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
343,17,2,True,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.24,0.01,0.93,2,0,2,0,13,4,2
343,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
344,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
344,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
344,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
345,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
345,17,2,True,45,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.01,1.13,11,5,3,3,13,4,2
345,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
346,6,1,False,90,1,0,0,1,0,0,0,0,1,0,0,0,-2,1,0.13,0.0,0.66,2,0,2,0,13,18,1
346,17,2,True,90,1,1,0,0,1,0,0,0,0,0,0,2,31,8,0.92,0.02,1.67,4,3,1,0,13,4,2
346,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
347,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
347,17,2,True,21,0,0,1,0,0,0,0,0,0,0,0,0,18,4,0.1,0.0,0.93,1,0,1,0,13,4,2
347,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
348,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
348,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
348,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
349,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,18,1
349,17,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,4,2
349,23,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,13,5,3
35,7,1,False,16,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0,0.22,1,1,0,0,2,5,1
35,20,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,1,2
35,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
350,9,1,False,90,1,0,0,0,2,0,0,0,0,0,3,0,7,2,0.0,0.0,1.58,0,2,6,0,14,17,1
350,14,2,True,90,1,0,0,0,2,0,0,0,1,0,1,0,-5,0,0.0,0.0,2.3,0,2,4,0,14,18,2
350,21,3,False,90,1,0,0,1,0,0,0,0,0,0,5,1,35,8,0.0,0.0,0.75,0,2,14,0,14,12,3
351,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
351,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
351,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
352,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
352,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
352,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
353,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
353,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
353,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
354,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
354,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
354,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
355,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
355,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
355,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
356,9,1,False,90,1,0,0,0,2,0,0,0,1,0,0,0,8,2,0.25,0.01,1.58,11,9,6,2,14,17,1
356,14,2,True,90,1,0,0,0,2,0,0,0,0,0,0,0,5,1,0.0,0.03,2.3,7,7,5,0,14,18,2
356,21,3,False,90,1,0,0,1,0,0,0,0,0,0,0,0,32,6,0.0,0.02,0.75,7,4,4,3,14,12,3
357,9,1,False,90,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0.01,0.09,1.58,2,1,3,1,14,17,1
357,14,2,True,70,1,0,0,0,2,0,0,0,0,0,0,0,9,1,0.0,0.02,2.23,6,4,3,2,14,18,2
357,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
358,9,1,False,90,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0.02,0.02,1.58,7,4,3,3,14,17,1
358,14,2,True,70,1,0,0,0,2,0,0,0,0,0,0,0,9,1,0.0,0.01,2.23,8,7,4,1,14,18,2
358,21,3,False,90,1,0,0,1,0,0,0,0,1,0,0,0,23,5,0.0,0.03,0.75,5,3,1,2,14,12,3
359,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
359,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
359,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
36,7,1,False,81,1,0,0,0,4,0,0,0,0,0,0,0,-9,0,0.03,0.0,3.62,9,7,2,2,2,5,1
36,20,2,True,90,1,0,0,0,1,0,0,0,1,0,0,0,-5,1,0.07,0.0,1.04,8,5,2,3,2,1,2
36,25,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,2,11,3
360,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
360,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
360,21,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,12,3
361,9,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,17,1
361,14,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,14,18,2
