element,web_name,team,pos,price,xp_total,gws,xp_per_gw,value
94,Schade,BRE,MID,6.0,22.58324856199603,6,3.7638747603326714,3.7638747603326714
569,Gonzalo,FUL,FWD,6.0,22.45649947797201,6,3.7427499129953348,3.7427499129953348
390,Rúben,MCI,DEF,5.5,22.293988119385617,6,3.7156646865642693,4.0534523853428395
277,Egan,HUL,DEF,4.0,21.638514880709742,6,3.606419146784957,5.409628720177436
124,Groß,BHA,MID,5.5,21.468954361316577,6,3.5781590602194293,3.903446247512105
13,Rice,ARS,MID,7.5,21.368376865825937,6,3.561396144304323,2.8491169154434584
469,N.Williams,NFO,DEF,5.0,21.275358069347245,6,3.545893011557874,4.255071613869449
68,Tavernier,BOU,MID,6.0,21.172842095121045,6,3.5288070158535074,3.5288070158535074
1,Raya,ARS,GK,6.0,21.112624007701747,6,3.518770667950291,3.518770667950291
492,Awoniyi,COV,FWD,5.5,21.048025735038244,6,3.5080042891730407,3.8269137700069535
161,Lavia,CHE,MID,5.0,20.966282714518073,6,3.4943804524196787,4.193256542903614
43,Tielemans,MUN,MID,5.9,20.65601333128355,6,3.4426688885472583,3.501019208692127
366,Wirtz,LIV,MID,7.4,20.508548643116438,6,3.4180914405194063,2.771425492313032
483,Ndoye,NFO,MID,5.5,20.447863199431335,6,3.4079771999052224,3.7177933089875155
472,Murillo,NFO,DEF,5.5,20.391823722096433,6,3.398637287016072,3.707604313108442
315,Fatawu,IPS,MID,5.5,20.282756068865226,6,3.380459344810871,3.6877738307027683
127,Gomez,BHA,MID,5.0,20.274236141202728,6,3.3790393568671213,4.054847228240545
26,Havertz,ARS,FWD,7.5,20.076659681119644,6,3.346109946853274,2.676887957482619
562,Maeda,IPS,MID,5.4,20.060607980322793,6,3.343434663387132,3.71492740376348
514,Tel,TOT,MID,5.9,20.01633215987827,6,3.336055359979712,3.3925986711658083
173,Thomas,COV,DEF,4.0,19.999007516532117,6,3.3331679194220194,4.999751879133029
88,Kayode,BRE,DEF,4.6,19.99650619612718,6,3.332751032687863,4.347066564375474
572,Tzolakis,HUL,GK,4.6,19.89498351446484,6,3.31583058574414,4.324996416188009
309,Núñez,IPS,MID,5.0,19.816895961435975,6,3.3028159935726626,3.963379192287195
84,Collins,BRE,DEF,5.5,19.812970140232313,6,3.302161690038719,3.602358207314966
69,Scott,BOU,MID,6.0,19.797344665366964,6,3.2995574442278275,3.2995574442278275
481,Anderson,MCI,MID,6.4,19.77141266313138,6,3.29523544385523,3.0892832286142777
346,Calvert-Lewin,LEE,FWD,6.0,19.6448358484528,6,3.274139308075467,3.274139308075467
98,Janelt,BRE,MID,5.0,19.61171793520597,6,3.2686196558676617,3.922343587041194
327,Bijol,LEE,DEF,5.0,19.5475315954508,6,3.257921932575133,3.90950631909016
210,Wharton,CRY,MID,5.5,19.447037658905668,6,3.2411729431509446,3.5358250288919395
486,McAtee,NFO,MID,5.5,19.352541533660244,6,3.2254235889433738,3.518643915210953
544,Xhaka,SUN,MID,5.5,19.22852881377878,6,3.2047548022964634,3.4960961479597783
557,Tzolis,ARS,MID,6.5,19.158867089547176,6,3.1931445149245294,2.9475180137764885
268,King,FUL,MID,5.5,19.055743832486446,6,3.1759573054144075,3.4646806968157176
87,Ajer,BRE,DEF,4.5,18.66573988284522,6,3.11095664714087,4.1479421961878264
286,Belloumi,HUL,MID,5.0,18.518541145463928,6,3.086423524243988,3.7037082290927854
230,Branthwaite,EVE,DEF,5.5,18.512182543411015,6,3.0853637572351693,3.3658513715292755
471,Milenković,NFO,DEF,5.5,18.50077085987791,6,3.0834618099796516,3.363776519977802
453,Barnes,NEW,MID,6.0,18.49323143295368,6,3.0822052388256136,3.0822052388256136
41,Buendía,AVL,MID,6.0,18.488804856941826,6,3.081467476156971,3.081467476156971
459,L.Miley,NEW,MID,5.5,18.389414319578652,6,3.064902386596442,3.3435298762870276
70,Kluivert,BOU,MID,6.0,18.372626970215958,6,3.062104495035993,3.062104495035993
445,Thiaw,NEW,DEF,5.0,18.358837655717576,6,3.0598062759529294,3.671767531143515
332,Justin,LEE,DEF,4.5,18.35794582804217,6,3.059657638007028,4.079543517342704
176,Dasilva,COV,DEF,4.0,18.348811333759087,6,3.0581352222931812,4.587202833439772
454,Elanga,NEW,MID,6.1,18.334517457936986,6,3.055752909656164,3.005658599661801
464,Wissa,NEW,FWD,6.1,18.275297346493666,6,3.0458828910822775,2.995950384671093
282,Giles,HUL,DEF,4.0,18.24879849263289,6,3.041466415438815,4.5621996231582225
305,Davis,IPS,DEF,4.0,18.170383892364697,6,3.028397315394116,4.542595973091174
551,N.Angulo,SUN,MID,5.0,18.125778844212427,6,3.020963140702071,3.625155768842485
542,E.Le Fée,SUN,MID,5.9,18.102420930758043,6,3.0170701551263406,3.068206937416617
337,Aaronson,LEE,MID,5.4,18.087949906892966,6,3.014658317815494,3.349620353128327
242,George,EVE,MID,5.5,18.00963651859368,6,3.00160608643228,3.2744793670170327
261,Iwobi,FUL,MID,5.5,17.996080028511717,6,2.9993466714186194,3.272014550638494
491,Igor Jesus,NFO,FWD,5.9,17.98627831730918,6,2.9977130528848632,3.0485217486964706
79,Evanilson,BOU,FWD,6.0,17.939020988346186,6,2.989836831391031,2.989836831391031
393,Khusanov,MCI,DEF,5.5,17.93422488310197,6,2.989037480516995,3.260768160563994
295,McBurnie,HUL,FWD,5.5,17.913700052674447,6,2.985616675445741,3.257036373213536
334,Muharemović,LEE,DEF,5.0,17.88193152900981,6,2.9803219215016354,3.5763863058019623
229,Tarkowski,EVE,DEF,6.0,17.72188303616622,6,2.9536471726943696,2.9536471726943696
184,Grimes,COV,MID,5.0,17.704931348389565,6,2.950821891398261,3.540986269677913
575,Yirenkyi,COV,MID,5.0,17.629220611919617,6,2.938203435319936,3.5258441223839236
504,Vuskovic,BHA,DEF,5.0,17.60000534069767,6,2.9333342234496116,3.520001068139534
190,Tchaouna,COV,MID,5.5,17.599898960828135,6,2.933316493471356,3.199981629241479
384,Donnarumma,MCI,GK,5.5,17.588964911863094,6,2.931494151977182,3.1979936203387442
566,Silva,BOU,DEF,5.0,17.58510929521555,6,2.9308515492025915,3.5170218590431097
175,van Ewijk,COV,DEF,4.0,17.567120927605046,6,2.927853487934174,4.3917802319012615
200,Lacroix,CHE,DEF,6.0,17.561245128695177,6,2.9268741881158626,2.9268741881158626
290,Slater,HUL,MID,4.5,17.528262177309795,6,2.9213770295516324,3.89516937273551
202,Richards,CRY,DEF,5.0,17.528075419230632,6,2.9213459032051055,3.505615083846126
473,Aina,NFO,DEF,4.5,17.47690866096012,6,2.91281811016002,3.88375748021336
418,Maguire,MUN,DEF,5.0,17.43881348737503,6,2.9064689145625047,3.487762697475006
304,O'Shea,IPS,DEF,4.0,17.15986575008806,6,2.8599776250146767,4.289966437522015
356,Virgil,LIV,DEF,6.5,17.13177792490243,6,2.8552963208170716,2.6356581422926815
204,Mitchell,CRY,DEF,4.5,17.10706492703715,6,2.851177487839525,3.8015699837860333
447,Botman,NEW,DEF,5.0,17.009026116311183,6,2.834837686051864,3.4018052232622367
60,Hill,BOU,DEF,5.5,16.89803113876967,6,2.8163385231282785,3.072369297958122
214,Kamada,CRY,MID,5.0,16.872892745910583,6,2.812148790985097,3.3745785491821167
467,Sels,NFO,GK,5.0,16.763758509460075,6,2.793959751576679,3.352751701892015
570,Palacios,FUL,MID,5.5,16.762350422931277,6,2.7937250704885463,3.047700076896596
502,Robertson,TOT,DEF,4.5,16.537295840236702,6,2.756215973372784,3.6749546311637116
51,George Hemmings,AVL,MID,4.5,16.531332255985475,6,2.7552220426642458,3.6736293902189945
259,Diop,IPS,DEF,4.0,16.508087132527717,6,2.7513478554212862,4.127021783131929
114,Boscagli,BHA,DEF,4.5,16.459760705336798,6,2.743293450889466,3.657724601185955
144,Gusto,CHE,DEF,5.0,16.456057888954867,6,2.742676314825811,3.2912115777909734
576,Stroud,HUL,MID,5.0,16.436274607784604,6,2.739379101297434,3.287254921556921
593,Dedić,NEW,DEF,4.5,16.41057409206005,6,2.7350956820100083,3.646794242680011
336,Okafor,LEE,MID,5.9,16.32708206530132,6,2.7211803442168865,2.7673020449663253
182,Amenda,COV,DEF,4.0,16.295130284506243,6,2.715855047417707,4.073782571126561
532,Ballard,SUN,DEF,5.0,16.26151957978564,6,2.710253263297607,3.2523039159571283
198,Henderson,CRY,GK,5.0,16.243491970409924,6,2.707248661734987,3.248698394081985
567,Horníček,NEW,GK,5.0,16.194527308076555,6,2.6990878846794257,3.2389054616153112
605,Yalcouyé,BHA,MID,4.5,15.979962079250189,6,2.663327013208365,3.55110268427782
82,Kelleher,BRE,GK,5.0,15.87510143352356,6,2.6458502389205933,3.175020286704712
156,Neto,CHE,MID,6.5,15.871750182500527,6,2.645291697083421,2.4418077203846966
110,Rushworth,COV,GK,4.5,15.865611114691413,6,2.6442685191152355,3.525691358820314
385,Trafford,LEE,GK,5.0,15.855665950679946,6,2.642610991779991,3.171133190135989
338,Ampadu,LEE,MID,5.5,15.652312969736812,6,2.6087188282894687,2.845875085406693
357,Frimpong,LIV,DEF,5.5,15.481837010725123,6,2.5803061684541873,2.814879456495477
330,Bogle,LEE,DEF,4.5,15.459590068716132,6,2.576598344786022,3.435464459714696
45,McGinn,AVL,MID,5.4,15.357765248277115,6,2.5596275413795193,2.8440306015327987
246,Röhl,EVE,MID,5.0,15.34148096801454,6,2.55691349466909,3.068296193602908
541,Meunier,SUN,DEF,4.5,15.328550066372447,6,2.554758344395408,3.406344459193877
109,Verbruggen,BHA,GK,4.5,15.325127987910552,6,2.554187997985092,3.405583997313456
306,Greaves,IPS,DEF,4.0,15.30300093147217,6,2.5505001552453614,3.8257502328680424
552,Brobbey,SUN,FWD,5.9,15.292742832799872,6,2.548790472133312,2.591990310644046
32,Cash,AVL,DEF,4.5,15.284124468537973,6,2.547354078089662,3.3964721041195496
11,Mosquera,ARS,DEF,5.5,15.224610522039814,6,2.5374350870066356,2.7681110040072388
415,Dorgu,MUN,MID,5.9,15.213540586742704,6,2.535590097790451,2.578566201142831
362,Jacquet,LIV,DEF,5.0,15.208417681752707,6,2.5347362802921176,3.0416835363505412
474,Jair Cunha,NFO,DEF,4.5,15.180269348095823,6,2.530044891349304,3.3733931884657387
226,Pickford,EVE,GK,5.5,15.05274334028281,6,2.5087905567138016,2.7368624255059655
534,Hume,SUN,DEF,4.5,15.000830145187576,6,2.5001383575312626,3.3335178100416836
264,Bobb,FUL,MID,5.5,14.963429002021625,6,2.4939048336702707,2.7206234549130226
203,Canvot,CRY,DEF,4.9,14.918374999014743,6,2.486395833169124,3.044566326329539
